Zip,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source,"Congressional District",Congress,"Current Representative Last name","Current Representative First name","Current Representative Birthday","Current Representative Gender","Current Representative Party","Current Representative Url","Current Representative Address","Current Representative Phone","Current Representative Contact form","Current Representative RSS url","Current Representative Twitter","Current Representative Facebook","Current Representative YouTube","Current Representative YouTube id","Current Representative Bioguide id","Current Representative Thomas id","Current Representative OpenSecrets id","Current Representative LIS id","Current Representative C-SPAN id","Current Representative GovTrack id","Current Representative Vote Smart id","Current Representative Ballotpedia id","Current Representative Washington post id","Current Representative ICPSR id","Current Representative Wikipedia id","Current Representative Source","Current Senator #1 Last name","Current Senator #1 First name","Current Senator #1 Birthday","Current Senator #1 Gender","Current Senator #1 Party","Current Senator #1 Url","Current Senator #1 Address","Current Senator #1 Phone","Current Senator #1 Contact form","Current Senator #1 RSS url","Current Senator #1 Twitter","Current Senator #1 Facebook","Current Senator #1 YouTube","Current Senator #1 YouTube id","Current Senator #1 Bioguide id","Current Senator #1 Thomas id","Current Senator #1 OpenSecrets id","Current Senator #1 LIS id","Current Senator #1 C-SPAN id","Current Senator #1 GovTrack id","Current Senator #1 Vote Smart id","Current Senator #1 Ballotpedia id","Current Senator #1 Washington post id","Current Senator #1 ICPSR id","Current Senator #1 Wikipedia id","Current Senator #1 Source","Current Senator #2 Last name","Current Senator #2 First name","Current Senator #2 Birthday","Current Senator #2 Gender","Current Senator #2 Party","Current Senator #2 Url","Current Senator #2 Address","Current Senator #2 Phone","Current Senator #2 Contact form","Current Senator #2 RSS url","Current Senator #2 Twitter","Current Senator #2 Facebook","Current Senator #2 YouTube","Current Senator #2 YouTube id","Current Senator #2 Bioguide id","Current Senator #2 Thomas id","Current Senator #2 OpenSecrets id","Current Senator #2 LIS id","Current Senator #2 C-SPAN id","Current Senator #2 GovTrack id","Current Senator #2 Vote Smart id","Current Senator #2 Ballotpedia id","Current Senator #2 Washington post id","Current Senator #2 ICPSR id","Current Senator #2 Wikipedia id","Current Senator #2 Source"
27870,36.46154,-77.65415,1,place,,,,,"Roanoke Rapids",NC,"Halifax County",27870,US,"TIGER/Line® dataset from the US Census Bureau",NC1,118th,Davis,Donald,1971-08-29,M,Democrat,https://dondavis.house.gov,"1123 Longworth House Office Building Washington DC 20515-3301",202-225-3101,,,,,,,D000230,,N00049636,,,456912,102950,,,,"Don Davis (North Carolina politician)","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Tillis,Thom,1960-08-30,M,Republican,https://www.tillis.senate.gov,"113 Dirksen Senate Office Building Washington DC 20510",202-224-6342,https://www.tillis.senate.gov/public/index.cfm/email-me,,SenThomTillis,SenatorThomTillis,,UCUD9VGV4SSGWjGdbn37Ea2w,T000476,02291,N00035492,S384,77055,412668,57717,"Thom Tillis (North Carolina)",,41504,"Thom Tillis","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Budd,Ted,1971-10-21,M,Republican,https://www.budd.senate.gov,"304 Russell Senate Office Building Washington DC 20510",202-224-3154,https://www.budd.senate.gov/contact/,,RepTedBudd,RepTedBudd,,,B001305,,N00039551,S417,103513,412712,171489,"Ted Budd",,21708,"Ted Budd","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
66506,39.196032,-96.583875,1,place,,,,,Manhattan,KS,"Riley County",66506,US,"TIGER/Line® dataset from the US Census Bureau",KS1,118th,Mann,Tracey,1976-12-17,M,Republican,https://mann.house.gov,"344 Cannon House Office Building Washington DC 20515-1601",202-225-2715,,,RepMann,,,,M000871,,N00030743,,,456823,,,,,"Tracey Mann","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Moran,Jerry,1954-05-29,M,Republican,https://www.moran.senate.gov,"521 Dirksen Senate Office Building Washington DC 20510",202-224-6521,https://www.moran.senate.gov/public/index.cfm/e-mail-jerry,http://www.moran.senate.gov/public/index.cfm/rss/feed/,JerryMoran,jerrymoran,senatorjerrymoran,UC1oRxeUPam6-53wPBZ3N02A,M000934,01507,N00005282,S347,45469,400284,542,"Jerry Moran",,29722,"Jerry Moran","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Marshall,Roger,1960-08-09,M,Republican,https://www.marshall.senate.gov,"479A Russell Senate Office Building Washington DC 20510",202-224-4774,https://www.marshall.senate.gov/contact/,,SenatorMarshall,,,,M001198,,N00037034,S411,103425,412704,172080,"Roger Marshall",,21734,"Roger Marshall (politician)","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
74701,34.044944,-96.321428,1,place,,,,,Durant,OK,"Bryan County",74701,US,"TIGER/Line® dataset from the US Census Bureau",OK2,118th,Brecheen,Josh,1979-06-19,M,Republican,https://brecheen.house.gov,"1208 Longworth House Office Building Washington DC 20515-3602",202-225-2701,,,,,,,B001317,,N00051106,,,456931,124973,,,,"Josh Brecheen","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Lankford,James,1968-03-04,M,Republican,https://www.lankford.senate.gov,"316 Hart Senate Office Building Washington DC 20510",202-224-5754,https://www.lankford.senate.gov/contact/email,,SenatorLankford,SenatorLankford,SenatorLankford,UCz8T6sK5fEycyWmVz6Vpe5Q,L000575,02050,N00031129,S378,1033847,412464,124938,"James Lankford",,21166,"James Lankford","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Mullin,Markwayne,1977-07-26,M,Republican,https://www.mullin.senate.gov,"330 Hart Senate Office Building Washington DC 20510",202-224-4721,https://www.mullin.senate.gov/contact/,,SenMullin,RepMullin,,UCLQlm-cbGbJj9baZC6oFsag,M001190,02156,N00033410,S419,1034045,412568,135898,"Markwayne Mullin",,21355,"Markwayne Mullin","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
50138,41.295893,-93.104232,1,place,,,,,Knoxville,IA,"Marion County",50138,US,"TIGER/Line® dataset from the US Census Bureau",IA1,118th,Miller-Meeks,Mariannette,1955-09-06,F,Republican,https://millermeeks.house.gov,"1034 Longworth House Office Building Washington DC 20515-1501",202-225-6576,,,RepMMM,,,,M001215,,N00029495,,,456817,103294,"Mariannette Miller-Meeks",,,"Mariannette Miller-Meeks","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Grassley,Charles,1933-09-17,M,Republican,https://www.grassley.senate.gov,"135 Hart Senate Office Building Washington DC 20510",202-224-3744,https://www.grassley.senate.gov/contact,http://grassley.senate.gov/customcf/rss_feed.cfm,ChuckGrassley,grassley,senchuckgrassley,UCiCPRkcLMInpDeOqGkMTt4w,G000386,00457,N00001758,S153,1167,300048,53293,"Chuck Grassley",,14226,"Chuck Grassley","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Ernst,Joni,1970-07-01,F,Republican,https://www.ernst.senate.gov,"260 Russell Senate Office Building Washington DC 20510",202-224-3254,https://www.ernst.senate.gov/public/index.cfm/contact,,SenJoniErnst,senjoniernst,,UCLwrmtF_84FIcK3TyMs4MIw,E000295,02283,N00035483,S376,75342,412667,128583,"Joni Ernst",,41502,"Joni Ernst","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
91101,34.146671,-118.139456,1,place,,,,,Pasadena,CA,"Los Angeles County",91101,US,"TIGER/Line® dataset from the US Census Bureau",CA28,118th,Chu,Judy,1953-07-07,F,Democrat,https://chu.house.gov,"2423 Rayburn House Office Building Washington DC 20515-0528",202-225-5464,,http://chu.house.gov/rss.xml,RepJudyChu,RepJudyChu,RepJudyChu,UCfcbYOvdEXZNelM8T05nK-w,C001080,01970,N00030600,,92573,412379,16539,"Judy Chu",,20955,"Judy Chu","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Padilla,Alejandro,1973-03-22,M,Democrat,https://www.padilla.senate.gov,"331 Hart Senate Office Building Washington DC 20510",202-224-3553,https://www.padilla.senate.gov/contact/,,SenAlexPadilla,,,,P000145,,N00047888,S413,,456856,59742,"Alex Padilla",,,"Alex Padilla","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Butler,Laphonza,1979-05-11,F,Democrat,https://www.butler.senate.gov,"112 Hart Senate Office Building Washington DC 20510",202-224-3841,https://www.butler.senate.gov/share-your-opinion/,,,,,,B001320,,,S424,,456954,,"Laphonza Butler",,,"Laphonza Butler","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
91105,34.13946,-118.166649,1,place,,,,,Pasadena,CA,"Los Angeles County",91105,US,"TIGER/Line® dataset from the US Census Bureau",CA28,118th,Chu,Judy,1953-07-07,F,Democrat,https://chu.house.gov,"2423 Rayburn House Office Building Washington DC 20515-0528",202-225-5464,,http://chu.house.gov/rss.xml,RepJudyChu,RepJudyChu,RepJudyChu,UCfcbYOvdEXZNelM8T05nK-w,C001080,01970,N00030600,,92573,412379,16539,"Judy Chu",,20955,"Judy Chu","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Padilla,Alejandro,1973-03-22,M,Democrat,https://www.padilla.senate.gov,"331 Hart Senate Office Building Washington DC 20510",202-224-3553,https://www.padilla.senate.gov/contact/,,SenAlexPadilla,,,,P000145,,N00047888,S413,,456856,59742,"Alex Padilla",,,"Alex Padilla","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Butler,Laphonza,1979-05-11,F,Democrat,https://www.butler.senate.gov,"112 Hart Senate Office Building Washington DC 20510",202-224-3841,https://www.butler.senate.gov/share-your-opinion/,,,,,,B001320,,,S424,,456954,,"Laphonza Butler",,,"Laphonza Butler","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
91109,33.786594,-118.298662,1,place,,,,,Pasadena,CA,"Los Angeles County",91109,US,"TIGER/Line® dataset from the US Census Bureau",CA44,118th,Barragán,Nanette,1976-09-15,F,Democrat,https://barragan.house.gov,"2312 Rayburn House Office Building Washington DC 20515-0544",202-225-8220,,,RepBarragan,CongresswomanBarragan,,,B001300,,N00037019,,104730,412687,166270,"Nanette Barragán",,21703,"Nanette Barragán","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Padilla,Alejandro,1973-03-22,M,Democrat,https://www.padilla.senate.gov,"331 Hart Senate Office Building Washington DC 20510",202-224-3553,https://www.padilla.senate.gov/contact/,,SenAlexPadilla,,,,P000145,,N00047888,S413,,456856,59742,"Alex Padilla",,,"Alex Padilla","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Butler,Laphonza,1979-05-11,F,Democrat,https://www.butler.senate.gov,"112 Hart Senate Office Building Washington DC 20510",202-224-3841,https://www.butler.senate.gov/share-your-opinion/,,,,,,B001320,,,S424,,456954,,"Laphonza Butler",,,"Laphonza Butler","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
99301,46.42066,-118.899447,1,place,,,,,Pasco,WA,"Franklin County",99301,US,"TIGER/Line® dataset from the US Census Bureau",WA5,118th,"McMorris Rodgers",Cathy,1969-05-22,F,Republican,https://mcmorris.house.gov,"2188 Rayburn House Office Building Washington DC 20515-4705",202-225-2006,,http://mcmorris.house.gov/common/rss/?rss=96,CathyMcMorris,mcmorrisrodgers,mcmorrisrodgers,UCRp0lwIxAhq2Ia9_YgRWUkg,M001159,01809,N00026314,,1013063,400659,3217,"Cathy McMorris Rodgers",,20535,"Cathy McMorris Rodgers","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Cantwell,Maria,1958-10-13,F,Democrat,https://www.cantwell.senate.gov,"511 Hart Senate Office Building Washington DC 20510",202-224-3441,https://www.cantwell.senate.gov/public/index.cfm/email-maria,http://www.cantwell.senate.gov/public/index.cfm/rss/feed,SenatorCantwell,senatorcantwell,SenatorCantwell,UCN52UDqKgvHRk39ncySrIMw,C000127,00172,N00007836,S275,26137,300018,27122,"Maria Cantwell",,39310,"Maria Cantwell","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Murray,Patty,1950-10-11,F,Democrat,https://www.murray.senate.gov,"154 Russell Senate Office Building Washington DC 20510",202-224-2621,https://www.murray.senate.gov/write-to-patty/,http://www.murray.senate.gov/public/?a=rss.feed,PattyMurray,,SenatorPattyMurray,UCb8jq3TvQ3AzKsexhWfFLoA,M001111,01409,N00007876,S229,25277,300076,53358,"Patty Murray",,49308,"Patty Murray","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
1001,42.06954,-72.61481,1,place,,,,,Agawam,MA,"Hampden County",01001,US,"TIGER/Line® dataset from the US Census Bureau",MA1,118th,Neal,Richard,1949-02-14,M,Democrat,https://neal.house.gov,"372 Cannon House Office Building Washington DC 20515-2101",202-225-5601,,http://neal.house.gov/index.php?format=feed&amp;type=rss,RepRichardNeal,reprichardneal,RepRichardENeal,UCZVtTydu0-MSK6G12GaKA4g,N000015,00854,N00000153,,6103,400291,26895,"Richard Neal",,15616,"Richard Neal","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Markey,Edward,1946-07-11,M,Democrat,https://www.markey.senate.gov,"255 Dirksen Senate Office Building Washington DC 20510",202-224-2742,https://www.markey.senate.gov/contact,,SenMarkey,EdJMarkey,RepMarkey,UCT1ujew5yQy2uMhGrjiKHoA,M000133,00735,N00000270,S369,260,400253,26900,"Ed Markey",,14435,"Ed Markey","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Warren,Elizabeth,1949-06-22,F,Democrat,https://www.warren.senate.gov,"309 Hart Senate Office Building Washington DC 20510",202-224-4543,https://www.warren.senate.gov/?p=email_senator,http://www.warren.senate.gov/rss/?p=hot_topic,SenWarren,senatorelizabethwarren,senelizabethwarren,UCTH9zV8Imw09J5bOoTR18_A,W000817,02182,N00033492,S366,1023023,412542,141272,"Elizabeth Warren",,41301,"Elizabeth Warren","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
1002,42.367092,-72.464571,1,place,,,,,Amherst,MA,"Hampshire County",01002,US,"TIGER/Line® dataset from the US Census Bureau",MA2,118th,McGovern,James,1959-11-20,M,Democrat,https://mcgovern.house.gov,"370 Cannon House Office Building Washington DC 20515-2102",202-225-6101,,http://mcgovern.house.gov/common/rss/?rss=15,RepMcGovern,RepJimMcGovern,repjimmcgovern,UCpiUqp2ZF64tXqgR_EQo27g,M000312,01504,N00000179,,45976,400263,552,"Jim McGovern (Massachusetts)",,29729,"Jim McGovern (American politician)","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Markey,Edward,1946-07-11,M,Democrat,https://www.markey.senate.gov,"255 Dirksen Senate Office Building Washington DC 20510",202-224-2742,https://www.markey.senate.gov/contact,,SenMarkey,EdJMarkey,RepMarkey,UCT1ujew5yQy2uMhGrjiKHoA,M000133,00735,N00000270,S369,260,400253,26900,"Ed Markey",,14435,"Ed Markey","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Warren,Elizabeth,1949-06-22,F,Democrat,https://www.warren.senate.gov,"309 Hart Senate Office Building Washington DC 20510",202-224-4543,https://www.warren.senate.gov/?p=email_senator,http://www.warren.senate.gov/rss/?p=hot_topic,SenWarren,senatorelizabethwarren,senelizabethwarren,UCTH9zV8Imw09J5bOoTR18_A,W000817,02182,N00033492,S366,1023023,412542,141272,"Elizabeth Warren",,41301,"Elizabeth Warren","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
1003,42.389941,-72.524108,1,place,,,,,Amherst,MA,"Hampshire County",01003,US,"TIGER/Line® dataset from the US Census Bureau",MA2,118th,McGovern,James,1959-11-20,M,Democrat,https://mcgovern.house.gov,"370 Cannon House Office Building Washington DC 20515-2102",202-225-6101,,http://mcgovern.house.gov/common/rss/?rss=15,RepMcGovern,RepJimMcGovern,repjimmcgovern,UCpiUqp2ZF64tXqgR_EQo27g,M000312,01504,N00000179,,45976,400263,552,"Jim McGovern (Massachusetts)",,29729,"Jim McGovern (American politician)","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Markey,Edward,1946-07-11,M,Democrat,https://www.markey.senate.gov,"255 Dirksen Senate Office Building Washington DC 20510",202-224-2742,https://www.markey.senate.gov/contact,,SenMarkey,EdJMarkey,RepMarkey,UCT1ujew5yQy2uMhGrjiKHoA,M000133,00735,N00000270,S369,260,400253,26900,"Ed Markey",,14435,"Ed Markey","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Warren,Elizabeth,1949-06-22,F,Democrat,https://www.warren.senate.gov,"309 Hart Senate Office Building Washington DC 20510",202-224-4543,https://www.warren.senate.gov/?p=email_senator,http://www.warren.senate.gov/rss/?p=hot_topic,SenWarren,senatorelizabethwarren,senelizabethwarren,UCTH9zV8Imw09J5bOoTR18_A,W000817,02182,N00033492,S366,1023023,412542,141272,"Elizabeth Warren",,41301,"Elizabeth Warren","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
1004,42.384494,-72.513183,1,place,,,,,Amherst,MA,"Hampshire County",01004,US,"TIGER/Line® dataset from the US Census Bureau",MA2,118th,McGovern,James,1959-11-20,M,Democrat,https://mcgovern.house.gov,"370 Cannon House Office Building Washington DC 20515-2102",202-225-6101,,http://mcgovern.house.gov/common/rss/?rss=15,RepMcGovern,RepJimMcGovern,repjimmcgovern,UCpiUqp2ZF64tXqgR_EQo27g,M000312,01504,N00000179,,45976,400263,552,"Jim McGovern (Massachusetts)",,29729,"Jim McGovern (American politician)","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Markey,Edward,1946-07-11,M,Democrat,https://www.markey.senate.gov,"255 Dirksen Senate Office Building Washington DC 20510",202-224-2742,https://www.markey.senate.gov/contact,,SenMarkey,EdJMarkey,RepMarkey,UCT1ujew5yQy2uMhGrjiKHoA,M000133,00735,N00000270,S369,260,400253,26900,"Ed Markey",,14435,"Ed Markey","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Warren,Elizabeth,1949-06-22,F,Democrat,https://www.warren.senate.gov,"309 Hart Senate Office Building Washington DC 20510",202-224-4543,https://www.warren.senate.gov/?p=email_senator,http://www.warren.senate.gov/rss/?p=hot_topic,SenWarren,senatorelizabethwarren,senelizabethwarren,UCTH9zV8Imw09J5bOoTR18_A,W000817,02182,N00033492,S366,1023023,412542,141272,"Elizabeth Warren",,41301,"Elizabeth Warren","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
1013,42.154904,-72.602804,1,place,,,,,Chicopee,MA,"Hampden County",01013,US,"TIGER/Line® dataset from the US Census Bureau",MA1,118th,Neal,Richard,1949-02-14,M,Democrat,https://neal.house.gov,"372 Cannon House Office Building Washington DC 20515-2101",202-225-5601,,http://neal.house.gov/index.php?format=feed&amp;type=rss,RepRichardNeal,reprichardneal,RepRichardENeal,UCZVtTydu0-MSK6G12GaKA4g,N000015,00854,N00000153,,6103,400291,26895,"Richard Neal",,15616,"Richard Neal","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Markey,Edward,1946-07-11,M,Democrat,https://www.markey.senate.gov,"255 Dirksen Senate Office Building Washington DC 20510",202-224-2742,https://www.markey.senate.gov/contact,,SenMarkey,EdJMarkey,RepMarkey,UCT1ujew5yQy2uMhGrjiKHoA,M000133,00735,N00000270,S369,260,400253,26900,"Ed Markey",,14435,"Ed Markey","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Warren,Elizabeth,1949-06-22,F,Democrat,https://www.warren.senate.gov,"309 Hart Senate Office Building Washington DC 20510",202-224-4543,https://www.warren.senate.gov/?p=email_senator,http://www.warren.senate.gov/rss/?p=hot_topic,SenWarren,senatorelizabethwarren,senelizabethwarren,UCTH9zV8Imw09J5bOoTR18_A,W000817,02182,N00033492,S366,1023023,412542,141272,"Elizabeth Warren",,41301,"Elizabeth Warren","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
17403,39.923229,-76.712794,1,place,,,,,York,PA,"York County",17403,US,"TIGER/Line® dataset from the US Census Bureau",PA11,118th,Smucker,Lloyd,1964-01-23,M,Republican,https://smucker.house.gov,"302 Cannon House Office Building Washington DC 20515-3811",202-225-2411,,,RepSmucker,RepSmucker,,UCs5iMvWy-oTHyf5HuwB7FCg,S001199,,N00038781,,103540,412722,102454,"Lloyd Smucker",,21745,"Lloyd Smucker","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Casey,Robert,1960-04-13,M,Democrat,https://www.casey.senate.gov,"393 Russell Senate Office Building Washington DC 20510",202-224-6324,https://www.casey.senate.gov/contact,http://www.casey.senate.gov/rss/feeds/?all,SenBobCasey,SenatorBobCasey,SenatorBobCasey,UCtVssXhx-KuZa-hSvnsnJ0A,C001070,01828,N00027503,S309,47036,412246,2541,"Bob Casey, Jr.",,40703,"Bob Casey Jr.","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Fetterman,John,1969-08-15,M,Democrat,https://www.fetterman.senate.gov,"142 Russell Senate Office Building Washington DC 20510",202-224-4254,https://www.fetterman.senate.gov/contact/,,,,,,F000479,,N00038201,S418,,456877,166286,"John Fetterman",,,"John Fetterman","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
17406,40.004593,-76.594727,1,place,,,,,York,PA,"York County",17406,US,"TIGER/Line® dataset from the US Census Bureau",PA11,118th,Smucker,Lloyd,1964-01-23,M,Republican,https://smucker.house.gov,"302 Cannon House Office Building Washington DC 20515-3811",202-225-2411,,,RepSmucker,RepSmucker,,UCs5iMvWy-oTHyf5HuwB7FCg,S001199,,N00038781,,103540,412722,102454,"Lloyd Smucker",,21745,"Lloyd Smucker","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Casey,Robert,1960-04-13,M,Democrat,https://www.casey.senate.gov,"393 Russell Senate Office Building Washington DC 20510",202-224-6324,https://www.casey.senate.gov/contact,http://www.casey.senate.gov/rss/feeds/?all,SenBobCasey,SenatorBobCasey,SenatorBobCasey,UCtVssXhx-KuZa-hSvnsnJ0A,C001070,01828,N00027503,S309,47036,412246,2541,"Bob Casey, Jr.",,40703,"Bob Casey Jr.","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Fetterman,John,1969-08-15,M,Democrat,https://www.fetterman.senate.gov,"142 Russell Senate Office Building Washington DC 20510",202-224-4254,https://www.fetterman.senate.gov/contact/,,,,,,F000479,,N00038201,S418,,456877,166286,"John Fetterman",,,"John Fetterman","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
99336,46.212306,-119.155671,1,place,,,,,Kennewick,WA,"Benton County",99336,US,"TIGER/Line® dataset from the US Census Bureau",WA4,118th,Newhouse,Dan,1955-07-10,M,Republican,https://newhouse.house.gov,"504 Cannon House Office Building Washington DC 20515-4704",202-225-5816,,,RepNewhouse,RepNewhouse,,UCllbsv_aoIaPS6W3aSonZlw,N000189,02275,N00036403,,78315,412660,51522,"Dan Newhouse",,21556,"Dan Newhouse","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Cantwell,Maria,1958-10-13,F,Democrat,https://www.cantwell.senate.gov,"511 Hart Senate Office Building Washington DC 20510",202-224-3441,https://www.cantwell.senate.gov/public/index.cfm/email-maria,http://www.cantwell.senate.gov/public/index.cfm/rss/feed,SenatorCantwell,senatorcantwell,SenatorCantwell,UCN52UDqKgvHRk39ncySrIMw,C000127,00172,N00007836,S275,26137,300018,27122,"Maria Cantwell",,39310,"Maria Cantwell","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Murray,Patty,1950-10-11,F,Democrat,https://www.murray.senate.gov,"154 Russell Senate Office Building Washington DC 20510",202-224-2621,https://www.murray.senate.gov/write-to-patty/,http://www.murray.senate.gov/public/?a=rss.feed,PattyMurray,,SenatorPattyMurray,UCb8jq3TvQ3AzKsexhWfFLoA,M001111,01409,N00007876,S229,25277,300076,53358,"Patty Murray",,49308,"Patty Murray","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
58401,46.921005,-98.745485,1,place,,,,,Jamestown,ND,"Stutsman County",58401,US,"TIGER/Line® dataset from the US Census Bureau",ND0,118th,Armstrong,Kelly,1976-10-08,M,Republican,https://armstrong.house.gov,"2235 Rayburn House Office Building Washington DC 20515-3400",202-225-2611,,,RepArmstrongND,,,,A000377,,N00042868,,,412794,139338,"Kelly Armstrong",,21901,"Kelly Armstrong","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Hoeven,John,1957-03-13,M,Republican,https://www.hoeven.senate.gov,"338 Russell Senate Office Building Washington DC 20510",202-224-2551,https://www.hoeven.senate.gov/contact/contact-the-senator,http://www.hoeven.senate.gov/public/index.cfm/rss/feed,SenJohnHoeven,SenatorJohnHoeven,senatorjohnhoevennd,UC1kQIC2Q_Fq9_NRqdb6eHiw,H001061,02079,N00031688,S344,85233,412494,41788,"John Hoeven",,41107,"John Hoeven","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Cramer,Kevin,1961-01-21,M,Republican,https://www.cramer.senate.gov,"313 Hart Senate Office Building Washington DC 20510",202-224-2043,https://www.cramer.senate.gov/contact/contact-kevin,,SenKevinCramer,CongressmanKevinCramer,kevincramer,UCqUPdO9XaAW-dvwwXKbIVdA,C001096,02144,N00004614,S398,7600,412555,444,"Kevin Cramer",,21350,"Kevin Cramer","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
99362,46.1341,-118.291407,1,place,,,,,"Walla Walla",WA,"Walla Walla County",99362,US,"TIGER/Line® dataset from the US Census Bureau",WA5,118th,"McMorris Rodgers",Cathy,1969-05-22,F,Republican,https://mcmorris.house.gov,"2188 Rayburn House Office Building Washington DC 20515-4705",202-225-2006,,http://mcmorris.house.gov/common/rss/?rss=96,CathyMcMorris,mcmorrisrodgers,mcmorrisrodgers,UCRp0lwIxAhq2Ia9_YgRWUkg,M001159,01809,N00026314,,1013063,400659,3217,"Cathy McMorris Rodgers",,20535,"Cathy McMorris Rodgers","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Cantwell,Maria,1958-10-13,F,Democrat,https://www.cantwell.senate.gov,"511 Hart Senate Office Building Washington DC 20510",202-224-3441,https://www.cantwell.senate.gov/public/index.cfm/email-maria,http://www.cantwell.senate.gov/public/index.cfm/rss/feed,SenatorCantwell,senatorcantwell,SenatorCantwell,UCN52UDqKgvHRk39ncySrIMw,C000127,00172,N00007836,S275,26137,300018,27122,"Maria Cantwell",,39310,"Maria Cantwell","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Murray,Patty,1950-10-11,F,Democrat,https://www.murray.senate.gov,"154 Russell Senate Office Building Washington DC 20510",202-224-2621,https://www.murray.senate.gov/write-to-patty/,http://www.murray.senate.gov/public/?a=rss.feed,PattyMurray,,SenatorPattyMurray,UCb8jq3TvQ3AzKsexhWfFLoA,M001111,01409,N00007876,S229,25277,300076,53358,"Patty Murray",,49308,"Patty Murray","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
